Texto Original;classe
"Contrato com Influenciadores Digitais - Daniele Saraiva Toda prestação de serviço entre particulares precisa obedecer aos termos estabelecidos em lei. O contrato com influenciadores digitais também precisa obedecer essas normas, e ainda, seguir as orientações da ABRADI - Associação Brasileira dos Agentes Digitais. Existem outras legislações que regem essa relação contratual (Por exemplo: Direitos Autorais). Por isso, é aconselhável não utilizar modelos de contratos, pois esse tipo de documento é muito complexo, por isso necessita da expertise de um advogado. Veja o caso abaixo: Recentemente, uma influenciadora digital foi condenada a indenizar uma seguidora (rede social) por um prejuízo causado na divulgação de um produto (aparelho de telefone). A decisão judicial foi recebida com espanto pelos influenciadores digitais e agências, pois muitos ainda não possuem assessoria jurídica especializada. Muitos utilizam modelos de contratos genéricos, o que torna o acordo inseguro e sujeito às falhas. Quando uma situação de quebra de acordo ou conflito de interesses, a primeira medida a ser tomada é consultar o contrato - ""o que diz o contrato sobre isso?"" No caso mencionado, uma influenciadora digital com um grande número de seguidores em suas redes sociais, fechou um acordo para uma determinada divulgação. Tudo foi realizado sem uma assessoria, o que trouxe diversos prejuízos, como: com o ressarcimento à seguidora prejudicada, gastos com as custas processuais, e despesas com a defesa jurídica... Isso poderia ter sido evitado se existisse um contrato bem elaborado. Ao fechar um acordo, o influenciador/agência precisa observar direitos e obrigações, que devem ser claras, justas e legais. O contrato não pode abordar cláusulas abusivas ou dúbias. Outro ponto relevante é analisar se esse acordo vai trazer mais desvantagens do que vantagens.Leia esse post para entender melhor o assunto: https://www.danielesaraiva.com/post/precisa-de-influenciador-digital-para-divulgaroseu-negócio-saiba-como-fazer-do-jeito-certo Assim, cada acordo vai precisar ser analisado cuidadosamente. Primeiro, certifique-se o que foi acordado entre as partes está igualmente descrito no contrato. Aborde como será realizado o trabalho, as hipóteses de cancelamento (incluindo por motivo de força maior ou caso fortuito). Todo contrato precisa definir a responsabilidade de cada um. E incluir eventuais multas por desrespeito. O fato é que a maioria dos contratos feitos com esses profissionais são realizados por meio verbal (somente), o que pode sugerir mais insegurança e, também prejuízos. Muitas destas contratações ocorrem por meio de e-mail ou via WhatsApp. O que não é muito aconselhável. No contrato, as partes têm a oportunidade de expressarem seus direitos e deveres, o que resulta em garantia. Lembrando que, em alguns casos um acordo sem contrato pode até funcionar, no entanto, é mais recomendável realizar as tratativas (negociações) com as suas devidas formalidades. O CONTRATO Um contrato assinado entre as partes proporcionará segurança jurídica, além de assegurar direitos e estabelecer deveres. As campanhas publicitárias necessitam fornecer as informações necessárias. Nesse contexto, as divulgações realizadas pelos influenciadores contratados necessitam indicar nas postagens, por exemplo, que as peças são de cunho publicitário. Vale ressaltar que o Código do Consumidor disciplina esse tema e deixa claro que a publicidade não pode confundir o público. A TRANSPARÊNCIA A transparência deve ser adotada e assinalar como o influenciador será remunerado, ou beneficiado para aquele serviço/divulgação. Na publicação deve constar: #publi, #ad #brinde, por exemplo. Toda campanha precisa usar essa informação de maneira explícita. Outros pontos que podem constar em um contrato: Como será realizada a divulgação do produto/serviço? Quais redes sociais serão utilizadas na publicidade, e como será feita? Como será realizada a remuneração do influencer? Em caso de dano material ao público, por exemplo, quem custeará as despesas? Clareza do objeto contratado. Cláusulas sobre Direitos de Imagem e Liberdade de Expressão. A negociação e o contrato não precisam ser limitados aos tópicos elencados acima. Cada caso precisa trabalhar as suas particularidades e necessidades. Veja como a ABRADI - Associação Brasileira dos Agentes Digitais, aprofunda o tema e recomenda: Na seleção de influenciadores, buscar equilíbrio entre critérios técnicos e critérios subjetivos como percepção, histórico de relacionamento, reputação e linguagem do influenciador, tendo sempre como premissa a aderência ao planejamento, briefing e valores da marca/anunciante. Destaco que, a contratação de qualquer profissional deve e precisa ser realizada pelos meios formais, isso fortalece a imagem e fornece garantia jurídica para as partes envolvidas. O QUE O CÓDIGO DE CONDUTA PARA AGÊNCIAS DIGITAIS NA CONTRATAÇÃO DE INFLUENCIADORES ORIENTA: A Internet é de todos e para todos, sem exceção de raça, gênero, situação econômica, localização geográfica, orientação sexual, ideológica, religiosa ou partidária e deve também ser acessível aos portadores de deficiência. A Internet amplia a transparência e a interação entre marcas, consumidores e influenciadores, contribui para o desenvolvimento econômico e gera riqueza para a sociedade como um todo. A verdade, a confiança e a transparência são os alicerces da relação entre influenciadores e seus seguidores, entre marcas e seus seguidores e entre todos – agências, anunciantes e consumidores. O endosso dos influenciadores pode impactar a credibilidade, a reputação, os resultados de vendas e a rentabilidade financeira de marcas, produtos e anunciantes. O ordenamento jurídico brasileiro deve ser sempre respeitado, observando o Marco Civil da Internet e o Código de Defesa do Consumidor, bem como as normas do setor de publicidade como o Código do CONAR – Conselho Nacional de Autorregulamentação Publicitária e o Código de Ética dos Profissionais de Propaganda. *Este código também pode ser considerado um guia ou cartilha de melhores práticas em mídias sociais para o setor de comunicação digital brasileiro. Cabe ressalvar que a ABRADI não é entidade regulatória para assuntos digitais no país e que as posições aqui expostas não possuem intenção de interpretar leis ou regulações governamentais de nenhum tipo e em nenhum âmbito. Atenção: esse texto é de cunho informativo, não substitui uma consulta com advogado. Visite o Blog - Daniele Saraiva e leia sobre esse e outros assuntos! Dúvidas e informações Gostou do conteúdo? Você precisa conversar mais sobre esse tema? Eu estou disponível pelo e-mail: adv.danielesaraiva@hotmail.com, ou pelo perfil do Instagram: @danielesaraiva.adv Não se esqueça de deixar seu comentário e curtir clicando no coração. Sua interação é muito importante. Sobre Daniele Saraiva Daniele Saraiva é advogada, atua no Direito Digital auxiliando agências, empreendedores e empresas a garantir segurança jurídica e credibilidade nas transações comerciais no digital. Site: www.danielesaraiva.com Contato: https://linktr.ee/danielesaraiva.adv fonte: https://www.danielesaraiva.com/post/como-fazer-um-contrato-com-influenciadores-digitais";prestacao_servico
Vivemos um momento Sui generis em nossa história, um período atípico a QUAL nos deixa inertes em meio a percepção do que realmente importa no avanço da PANDEMIA do COVID-19. Varias são as medidas sociais que estão sendo adotas afim de conter a propagação do vírus. Seria o mal do século, não sabemos ao certo, aja vista sua letalidade. Contudo em meio a tantos outro períodos que antecederam a este a humanidade encontrou formas de iniciar uma nova trajetória. Os impactos causado nos contratos e compromissos antes firmados entre as partes com força de lei, Pacta sunt servanda, em meio a atual conjuntura podem ser revisto. É NECESSÁRIO REDOBRAR OS CUIDADOS O COVID-19 trouxe o medo e com ele a insegurança por ocasião da PANDEMIA, medidas de contenção trouxeram uma nova perspectiva de sobrevida, O ISOLAMENTO SOCIAL tão necessária na preservação da VIDA. Empresas tiveram que se adaptar a esta nova realidade, loja e serviços secundários tiveram seus ganhos reduzidos, bares, cinemas, academias eventos, Shoppings permaneceram fechados e sem previsão de normalizar suas atividades. Um cenário de devastação econômica prevista em nosso ordenamento a qual nos apresenta de maneira subsidiaria a forma de adequação social e equilíbrio financeiro. POSSIBILIDADE DE REVISÃO DOS CONTRATOS Frente a esta Força Maior que nos foi apresentada diante do quadro de isolamento social imposto como forma de reduzir a propagação de novos casos aja vista a única forma eficiente de se controlar o avanço e reduzir novas mortes, nossa legislação apresenta algumas formas de ajustes para evitar a dissolução dos contratos. Nos contratos Civis: art. 317, do Código Civil diz o seguinte: Art. 317. Quando, por motivos imprevisíveis, sobrevier desproporção manifesta entre o valor da prestação devida e o do momento de sua execução, poderá o juiz corrigi-lo, a pedido da parte, de modo que assegure, quanto possível, o valor real da prestação. Por se tratar de negócio particular, é preciso um uma satisfação social voltada à coletividade, motivada pelo principio da função social do contrato por intermédio do poder judiciário Temos previsão também em outros artigos do Código Civil, veja: Art. 317. Quando, por motivos imprevisíveis, sobrevier desproporção manifesta entre o valor da prestação devida e o do momento de sua execução, poderá o juiz corrigi-lo, a pedido da parte, de modo que assegure, quanto possível, o valor real da prestação. Art. 478. Nos contratos de execução continuada ou diferida, se a prestação de uma das partes se tornar excessivamente onerosa, com extrema vantagem para a outra, em virtude de acontecimentos extraordinários e imprevisíveis, poderá o devedor pedir a resolução do contrato. Os efeitos da sentença que a decretar retroagirão à data da citação. Art. 479. A resolução poderá ser evitada, oferecendo-se o réu a modificar equitativamente as condições do contrato. Art. 480. Se no contrato as obrigações couberem a apenas uma das partes, poderá ela pleitear que a sua prestação seja reduzida, ou alterado o modo de executá-la, a fim de evitar a onerosidade excessiva. Assim, muitas pessoas que dependem de contratos de locação residenciais e não residenciais acabam tendo seus ganhos afetados, em contra partida podem socorrer ao Judiciário na busca da tutela jurisdicional adequada as suas necessidades. DECISÕES DOS TRIBUNAIS Começam aparecer decisões neste sentido, em Barueri e Campinas - SP já temos DECISÕES JUDICIAIS PARA SUSPENDER O PAGAMENTO DE LOCAÇÃO. Fundamentada na TEORIA DA IMPREVISÃO, determinada no artigo 317 do Código Civil que identifica o desequilíbrio contratual e consequentemente o favorecimento da parte detentora do poder. Decisões já deferiram também o desconto de taxa condominial em até 50%, no período que durarem as contenções são exemplo disso. Trata-se de um evento imprevisível, onde o desequilíbrio financeiro demonstra distorções na prestações dos contratos, com favorecimento de um em desfavor do outro, como já demostrado nos casos de locação. FORMAS ALTERNATIVAS DE RESOLUÇÃO DOS CONFLITOS Diante do momento que passamos, é prudente que, além da revisão das obrigações pactuadas, busquem meios alternativos de solucionar os conflitos. Com entendimento e boa vontade é possível passar por todos estes incômodos sem maiores desgastes com sugestão de acordos que visem a manutenção da obrigação. Exemplo: · Redução da prestação ou aluguel em 50% nos próximos 30 ou 90 dias, parcelamento de aluguel sem cobrança de juros. · Diluição das próximas três parcelas e acréscimo correspondente nas demais até o final do contrato. · Acumulo de uma ou duas parcelas até o final da crise. Lembrando, sempre deve-se fazer um aditivo no contrato por conta da alteração na relação POR FIM Espero ter contribuído nesse sentido, caso precise de correção procure um Especialista. Porem o Acordo e a Mediação sempre são a melhor forma de busca a satisfação em uma lide, ainda mais em meio a um período de tantas incertezas. Fabiano Moro OAB/ES (27) 99825-8897;locacao_imovel
Diante dessas questões, o Supremo Tribunal Federal e as duas Casas do Congresso convocaram um time de especialistas em Direito Civil, coordenados pelo professor Otavio Luiz Rodrigues para montar uma delicada equação — que atende pelo nome de Projeto de Lei 1.179, já aprovado no Senado — destinada a instituir um regime jurídico emergencial para o Direito Privado durante a epidemia que assola o país. Os coautores da proposição, que agora será votada na Câmara, participam do seminário As Regras Emergenciais em Tempos de Covid-19. Hoje, a partir das 15h, vai ao ar o segundo pro...;nao_classificado
Com o agravamento da crise econômica, é sabido que os contratos vão precisar ser aditados de forma que possam cumprir o objeto firmado entre as partes, sem que isso interfira na sua validade ou eficácia. Mas além da manutenção do equilíbrio econômico nos contratos sociais, para o cumprimento da sua função social, é necessária a criação de um plano pelo Governo Federal, de forma que as partes mais impactadas tenham condições mínimas financeiras para honrar com suas obrigações, não adianta apenas a retomada gradual da economia, pois o movimento do comércio ainda está reduzido e sofrendo graves impactos. De igual forma, o empregado precisa de proteção com a rescisão do contrato de trabalho. Certas medidas já adotadas: auxílio emergencial, a liberação do FGTS, a redução da taxa básica de juros, a redução dos depósitos compulsórios sobre os bancos e linha de crédito, mas alguma podem citar, não me veio agora. Mas é preciso a tomada de ações mais ágeis do Governo em relações às medidas econômicas, principalmente para micro, pequenas e médias empresas que ficaram mais fragilizadas. Também é necessário uma “repaginada” no direito empresarial, a fim de mitigar os impactos principalmente das empresas em recuperações judiciais, protestos, buscas e apreensões, despejos, falências, dentre outros fatídicos não acobertados pela ocasião da pandemia, deixando vulneráveis os contratos e mais ainda os devedores. Ainda tens alguma dúvida? 👇 @brasilportugaladvocacia 📧brasilportugaladv@gmail.com ☎️whatsapp: (+351) 93809-7322;clausulas_gerais
O ano de 2020 realmente está sendo um ano de muitas mudanças. O que também mudou foram as relações comercias, muitas empresas migraram para o mundo online e os pontos comerciais foram em grande parte fechados. Com essas mudanças muitos comerciantes reduziram ou fecharam as lojas, se reinventaram. E como consequência muitos contratos de locação foram encerrados e outros renegociados. O melhor caminho para realizar a renegociação dos contratos é diálogo e a negociação pautada com a boa-fé e buscar evitar a judicialização do contrato. O acordo entre as partes do contrato está pautado nos artigos 17 e 18 da Lei do Inquilinato, que possibilita a liberdade contratual entre as partes. Art. 17. É livre a convenção do aluguel, vedada a sua estipulação em moeda estrangeira e a sua vinculação à variação cambial ou ao salário mínimo. Parágrafo único. Nas locações residenciais serão observadas os critérios de reajustes previstos na legislação específica. Art. 18. É lícito às partes fixar, de comum acordo, novo valor para o aluguel, bem como inserir ou modificar cláusula de reajuste. O código civil brasileiro também possibilita a redução do contrato de locação ou a até mesmo a resolução, em casos de onerosidade excessiva, em casos de acontecimentos extraordinários e imprevisíveis. Art. 567. Se, durante a locação, se deteriorar a coisa alugada, sem culpa do locatário, a este caberá pedir redução proporcional do aluguel, ou resolver o contrato, caso já não sirva a coisa para o fim a que se destinava. Art. 478. Nos contratos de execução continuada ou diferida, se a prestação de uma das partes se tornar excessivamente onerosa, com extrema vantagem para a outra, em virtude de acontecimentos extraordinários e imprevisíveis, poderá o devedor pedir a resolução do contrato. Os efeitos da sentença que a decretar retroagirão à data da citação. Se de toda a forma não conseguir realizar a renegociação dos valores do aluguel existem duas medidas a serem tomadas: Em casos de despejos: A decisão poderá ser contestada na justiça alegando a perda de emprego ou motivos influenciados pela pandemia. O morador pode se antecipar ao despejo e propor uma ação judicial por meio de advogado ou defensoria pública pagando o valor que for possível e especificando a situação. Vale ressaltar que não se trata de revisão de aluguel para reequilibrar a relação contratual, pois nesses casos a lei prevê 03 anos de contrato para ser feito. Caso você tenha um ponto comercial e quer garantir segurança no seu contrato de locação clica aqui para você saber o que deve fazer. Procure seu advogado ou especialista para auxiliar nas renegociações.;locacao_imovel
Um dos problemas que mais acontecem quando se tem um financiamento, seja de casa, apartamento, carro, é o crescimento dos valores das parcelas. Acaba sendo comum, principalmente, quando a dívida é repassada para outro credor, o que acontece entre bancos. Como a revisão acontece? A revisão se dará através de um advogado para que possa apontar as cláusulas que o devedor julga abusivas. É importante que o advogado especializado analise todo o contrato e veja as lacunas que poderão argumentar a abusividade ou até mesmo um supressão dos valores dado a situação financeira do cliente e outros pontos. O que precisa para a revisão dos juros? Mais do que a revisão do contrato, julga-se necessário o poder de negociação, pois há casos em que o devedor se torna insolvente para cumprir com o contrato, o que gera problemas de possíveis perdas. É possível fazer extrajudicial? Em alguns poucos casos é possível. Mas a maneira ideal e efetiva é via judicial pela ação de revisão de juros ou ação de revisão de contrato. CLIQUE AQUI E CONVERSE COM NOSSA EQUIPE ESPECIALIZADA AGORA! Gloria Caixeta Freitas & Equipe OAB/SP 448.702 contato@caixetafreitas.com.br WhatsApp: 11-977.755.075 Deixe sua dúvida aqui! Responderemos em 24 hs. *Fonte da imagem: Canvas;nao_classificado
O contrato de experiência é o único meio que o empregador doméstico tem para testar o empregado doméstico antes de contratá-lo por um período mais longo. Ele deve ser feito pelo prazo mínimo de 30 dias e só pode ser renovado por uma única vez e não poderá ultrapassar o prazo máximo de 90 (noventa) dias. Expirando-se o prazo deste contrato e o empregador deseje que o empregado continue prestando serviços na sua residência, automaticamente ele passa a ser por prazo indeterminado sem maiores formalidades. Caso o empregador não deseje continuar com este empregado após o final do contrato de experiência, o empregado fará jus apenas as férias proporcionais acrescidas de 1/3 e ao 13º salário proporcional. Caso o empregador demita o empregado sem justa causa antes de se expirar o contrato de experiência, o empregador pagará as férias proporcionais acrescidas de 1/3 e o 13º salário proporcional, mais metade do salário a que teria direito o empregado até o fim do contrato, sem o aviso prévio. E quando o empregado se desligar espontaneamente antes de expirar o prazo ele só fará jus às férias proporcionais acrescida de 1/3 e ao 13º salário proporcional. Quando o empregado cometer uma falta grave durante a vigência do contrato, o que ensejará uma demissão por justa causa, ele não terá direito a férias e 13º salário proporcional, mas se a falta for cometida pelo empregador o empregado fará jus às férias proporcionais acrescidas de 1/3 e o 13º salário proporcional, mais metade do salário a que teria direito o empregado até o fim do contrato, sem o aviso prévio. Durante o período do contrato de experiência o empregador está obrigado a assinar a carteira profissional do empregado doméstico, bem como fazer o recolhimento do DAE (Simples Doméstico). O prazo para assinar a CTPS é de no máximo 48 horas após a admissão. Você deve preencher a carteira profissional da seguinte forma: M O D E L O 12 CONTRATO DE TRABALHO Empregador Paulo Dias Pacheco CGC/CPF 350.345.284-09 Rua Epitácio Pessoa………….nº 109 Município: João Pessoa Est: PB Esp. do Estabelecimento: Residência Cargo: Cozinheira…………………………. CBO nº 5121-20 Data de admissão 01 de janeiro de 2016 Registro nº – Fls. /Ficha – Remuneração especificada R$ 880,00 (oitocentos e oitenta reais), por mês. ……….Paulo Dias Pacheco………. Ass. do empregador ou a rogo c/testemunha Aconselhamos a fazer um contrato primeiramente de 30 (trinta) dias, e se o empregado estiver correspondendo as suas expectativas você deve renovar por mais 60 (sessenta) dias, perfazendo desta forma os 90 (noventa) dias do contrato de experiência. Você deve colocar uma observação na parte de anotações gerais da CTPS da seguinte forma: “O contrato de fls. xx é a título de experiência pelo prazo de 30 (trinta) dias, em atendimento ao artigo5ºº da Lei Complementar nº1500/2015. João Pessoa, / / .” No término dos 30 dias, caso haja interesse seu em prorrogar este contrato por mais 60 dias, você deve colocar a seguinte observação. “Este contrato de experiência que deveria terminar na presente data fica prorrogado por mais 60 (sessenta) dias, em atendimento ao artigo 5º da Lei Complementar nº 150/2015. João Pessoa, / / .” Obs: A prorrogação é de no máximo 60 (sessenta) dias. A empregada doméstica gestante tem estabilidade no emprego desde a confirmação da gravidez até 5 (cinco) meses após o parto, conforme prescreve o artigo 5º da Lei Complementar nº 150/2015. Em caso de demissão ela fará jus a reintegração no emprego ou o pagamento do salário até o 5º mês após o parto, inclusive os reflexos nas férias e 13º salário. Através da Resolução 185 do Tribunal Superior do Trabalho, o item III, da Súmula 244 do Tribunal Superior do Trabalho passou a ter uma nova redação assegurando o direito da empregada gestante à estabilidade provisória na hipótese de admissão mediante contrato de experiência ou por prazo determinado. Súmula nº 244 do TST – GESTANTE. ESTABILIDADE PROVISÓRIA. I – O desconhecimento do estado gravídico pelo empregador não afasta o direito ao pagamento da indenização decorrente da estabilidade (art. 10, II, b do ADCT). II – A garantia de emprego à gestante só autoriza a reintegração se esta se der durante o período de estabilidade. Do contrário, a garantia restringe-se aos salários e demais direitos correspondentes ao período de estabilidade. III – A empregada gestante tem direito à estabilidade provisória prevista no art. 10, inciso II, alínea b, do Ato das Disposições Constitucionais Transitórias, mesmo na hipótese de admissão mediante contrato por tempo determinado. (Redação alterada pela Resolução nº 185 do Tribunal Superior do Trabalho realizada em 14.09.2012 – DJU – 26.09.2012) Reprodução autorizada Artigo 49, I, a da Lei nº 5.988, de 14.12.1973. Fonte: Portal Direito Doméstico;prestacao_servico
A Primeira Turma do Tribunal Superior do Trabalho confirmou decisão que entendeu não ser devido a uma operadora de caixa, contratada temporariamente, o direito à estabilidade provisória assegurada à empregada gestante. Para o colegiado, em razão da natureza transitória dessa modalidade de contrato, a gestante contratada na forma temporária não tem estabilidade. Ultrassonografia Na reclamação trabalhista, a operadora de caixa disse que fora contratada em setembro de 2017 pela Facility Mão de Obra Temporária Ltda., de São Bernardo do Campo (SP), para prestar serviços à Sendas Distribuidora S.A. Ao término do contrato, em março de 2018, ela foi desligada. Contudo, uma ultrassonografia obstétrica realizada em janeiro atestou que, na ocasião, a gestação era compatível com 12 semanas e dois dias. Com base nessa informação, o juízo de primeiro grau reconheceu o direito à estabilidade provisória e condenou a empresa ao pagamento da indenização substitutiva, equivalente aos salários e demais parcelas relativas ao período. Mas o Tribunal Regional do Trabalho da 2ª Região acolheu recurso da empregadora e afastou a condenação. Incompatibilidade Segundo o TRT, apesar de a operadora ter comprovado que já estava grávida antes de ser dispensada, o contrato de trabalho temporário, como modalidade de contrato com prazo determinado e em razão da sua natureza de transitoriedade, é incompatível com o instituto da estabilidade provisória. Tese vinculante O relator do recurso de revista da empregada, ministro Hugo Scheuermann, assinalou que a questão em debate já tem jurisprudência uniforme do TST no mesmo sentido da decisão do TRT, de que é inaplicável ao regime de trabalho temporário, regido pela Lei 6.019/1974, a garantia de estabilidade provisória à empregada gestante prevista no artigo 10 do Ato das Disposições Constitucionais Transitórias (ADCT). Essa foi a tese jurídica, com efeito vinculante, firmada pelo Pleno do TST, em 2019 ( IAC-5639-31.2013.5.12.0051). A decisão foi unânime. (GL/CF) Processo: Ag-RR-1000445-58.2018.5.02.0464;contrato_social_empresarial
A Primeira Turma do Tribunal Superior do Trabalho confirmou decisão que entendeu não ser devido a uma operadora de caixa, contratada temporariamente, o direito à estabilidade provisória assegurada à empregada gestante. Para o colegiado, em razão da natureza transitória dessa modalidade de contrato, a gestante contratada na forma temporária não tem estabilidade. Ultrassonografia Na reclamação trabalhista, a operadora de caixa disse que fora contratada em setembro de 2017 pela Facility Mão de Obra Temporária Ltda., de São Bernardo do Campo (SP), para prestar serviços à Sendas Distribuidora S.A. Ao término do contrato, em março de 2018, ela foi desligada. Contudo, uma ultrassonografia obstétrica realizada em janeiro atestou que, na ocasião, a gestação era compatível com 12 semanas e dois dias. Com base nessa informação, o juízo de primeiro grau reconheceu o direito à estabilidade provisória e condenou a empresa ao pagamento da indenização substitutiva, equivalente aos salários e demais parcelas relativas ao período. Mas o Tribunal Regional do Trabalho da 2ª Região acolheu recurso da empregadora e afastou a condenação. Incompatibilidade Segundo o TRT, apesar de a operadora ter comprovado que já estava grávida antes de ser dispensada, o contrato de trabalho temporário, como modalidade de contrato com prazo determinado e em razão da sua natureza de transitoriedade, é incompatível com o instituto da estabilidade provisória. Tese vinculante O relator do recurso de revista da empregada, ministro Hugo Scheuermann, assinalou que a questão em debate já tem jurisprudência uniforme do TST no mesmo sentido da decisão do TRT, de que é inaplicável ao regime de trabalho temporário, regido pela Lei 6.019/1974, a garantia de estabilidade provisória à empregada gestante prevista no artigo 10 do Ato das Disposições Constitucionais Transitórias (ADCT). Essa foi a tese jurídica, com efeito vinculante, firmada pelo Pleno do TST, em 2019 ( IAC-5639-31.2013.5.12.0051). A decisão foi unânime. Fonte: https://www.tst.jus.br/-/confirmada-decisão-que-negou-estabilidadeagestante-em-contrato-temporário;contrato_social_empresarial
Fomos procurados para analisar um contrato de empréstimo habitacional porque o saldo devedor só aumenta e o cliente não entende porque a dívida não diminui, mesmo pagando as parcelas. O contrato é 485 mil, juros 1% a.m. e prazo 240 meses. Os juros tem a finalidade de proteger o capital da inflação e também remunerar à instituição. Importante lembrar que o valor mensal que pagamos não é integralmente diminuído do saldo devedor, pois uma parte dessa parcela é juros e outra é a amortização, que efetivamente abate a dívida. Nos contratos (habitacionais) com maior prazo, geralmente se pactua uma atualização monetária com base na Taxa Referencial (TR), a mesma que se aplica na poupança. Não há ilegalidade nisto, pelo menos os tribunais não entendem como prática abusiva, entretanto, neste caso o contrato versa sobre a adoção do IGP-M como critério de atualização do saldo devedor. Como o valor do saldo devedor é alto, e o IGP-M varia em percentual relativamente alto também (neste mês foi de 1,26%) se aplicarmos esse percentual sobre o saldo devedor, temos um valor muitas vezes maior do que a amortização, logo, o saldo devedor em muitos meses aumenta ao invés de diminuir e chegará ao final do prazo com um saldo remanescente assustador. Mal sabe esse cliente, ou melhor, vai saber agora!;nao_classificado
"O estágio profissional de estudantes é regido pela Lei nº 11.788/2008, a qual preceitua que o estágio é ""um ato educativo escolar supervisionado que visa a preparação do educando para o mercado de trabalho de sua área"". Entretanto, para sua constituição é imprescindível a pactuação de termo de compromisso entre o educando, a parte concedente do estágio e a instituição de ensino. Vale destacar que qualquer descumprimento da Lei de Estágio ou de obrigações contidas no termo de compromisso poderá caracterizar o ""vínculo de emprego do educando com a parte concedente para todos os fins da legislação trabalhista e previdenciária"" (artigo 3º, § 2º, Lei nº 11.788/2008), isso implica em respeito a salário base, eventuais horas-extras, recolhimento de INSS, FGTS, 13º, férias proporcionais, aviso-prévio e assim por diante. Para a não caracterização de vínculo empregatício, além da realização do termo de compromisso e do cumprimento das obrigações do concedente, necessário se faz, ainda, a matrícula do educando em instituição de ensino, bem como a sua frequência regular, assim como é imprescindível a afinidade das funções elaboradas no estágio com as especificadas no termo de compromisso, em que devem se relacionar também ao conteúdo de ensino do aluno. Do mesmo modo que a instituição privada ou pública que reincidir o termo de compromisso irregularmente poderá ficar vedada de incorporar estagiários por dois anos, contados da data da decisão definitiva do processo administrativo correspondente. #dicasjurídicas #trabalhista #direitotrabalhista #assessoriajurídica #assessoriaempresarial #direitoempresarial #empresas #direito Faça parte do nosso Network, siga-nos em nossas redes sociais e não deixe de se manifestar, seu feedback é muito importante! Publicamos notícias, artigos e modelos de peças toda semana, siga-nos para receber as notificações e as atualizações. https://linktr.ee/TomazellieCortinaadvogados https://www.linkedin.com/in/k%C3%A1ssioaugustotomazelli/ https://www.facebook.com/tomazelliecortinaadv/ https://www.instagram.com/tomazelliecortinaadv/ https://kassiotomazelli.jusbrasil.com.br/ Obrigado!";inadimplemento_contratual
Agora com a sociedade líquida, em que tudo é efêmero, as pessoas tomam precauções para namorar, sim! Até para namorar se faz contrato, para evitar que ele seja confundido com a união estável.;contrato_social_empresarial
Considerando o velho postulado de que o Direito deve acompanhar a evolução da sociedade, os costumes da qualificação das partes do contrato devem ser revistos. Não basta mais incluir o endereço físico e o telefone fixo da empresa. Os tempos mudaram e esses dados, embora ainda relevantes para o caso de uma solicitação judicial, não são os mais adequados para uma solução alternativa de conflitos, ou mesmo para entrar em contato com a outra parte depois da aquisição de uma empresa contratante. O que listar como contato na qualificação da parte? Nesse ponto do contrato o ideal é listar contatos de fácil abordagem, como celulares, Skype, aplicativos de comunicação como WhatsApp e Viber, por exemplo, e ainda os perfis em redes sociais que a empresa mantenha, inclusive o do funcionário responsável pelo contrato. A velocidade muitas vezes é o fator decisivo para a comunicação. Mas há situações em que “devagar é rápido”, e é melhor deixar um recado para ser respondido em momento de maior conveniência pela outra parte do que ligar diretamente. Além disso, as ferramentas tecnológicas mais novas permitem que grupos sejam formados para discutir calmamente questões contratuais com um mediador virtualmente presente. Dessa forma não há a necessidade de marcar reuniões, deslocamento intermunicipal para que os responsáveis se encontrem e nem que o mediador dedique-se apenas a um caso de cada vez. Por isso, na próxima vez em que você precisar redigir um contrato, considere essas breves ponderações. Se precisar de ajuda estratégica para garantir o melhor resultado possível, você pode recorrer à Academia Estratégica para terceirizar a criação de termos e contratos. Dessa forma você garante que todas as abordagens estratégicas mais eficientes estão sendo usadas na criação do seu contrato.;contrato_social_empresarial
A constituição de Sociedade em Conta de Participação pela empresa contratada que executa contrato administrativo, desde que respeitados os aspectos jurídicos inerentes ao tipo societário das SCP´s, não caracteriza subcontratação do objeto do contrato principal, não implicando violação às restrições previstas nos arts. 72 e 78, inciso VI, da Lei 8.666/1993. No entendimento mais recente do Tribunal de Contas da União, contido no Acórdão TCU nº 1808/2016 Plenário, proferido em sede de Pedido de Reexame da relatoria do Ministro Benjamim Zymler, tais sociedades são consideradas espécies societárias não personificadas de caráter estritamente financeiro, já que as únicas obrigações existentes entre os seus sócios são participar dos resultados e contribuir com as despesas sociais relativas ao objeto, nos termos do contrato social.;contrato_social_empresarial
https://www.noticiasagricolas.com.br/artigos/artigos-geral/232945-contrato-barteroqueepra-que-se...;nao_classificado
