Documento;Similaridade
"Não há determinação na Lei do Inquilinato sobre um prazo engessado para o contrato de locação. Assim, você pode estipular o prazo que lhe seja mais conveniente. Na prática, as imobiliárias indicam o prazo de 30 meses para proteger o locador. A Lei 8.245/91 estabelece, nos artigos 46 e 47, situações que ensejarão a extinção do contrato a depender do prazo estipulado, a saber: Art. 46. Nas locações ajustadas por escrito e por prazo igual ou superior a trinta meses, a resolução do contrato ocorrerá findo o prazo estipulado, independentemente de notificação ou aviso. § 1º Findo o prazo ajustado, se o locatário continuar na posse do imóvel alugado por mais de trinta dias sem oposição do locador, presumir-se-á prorrogada a locação por prazo indeterminado, mantidas as demais cláusulas e condições do contrato. § 2º Ocorrendo a prorrogação, o locador poderá denunciar o contrato a qualquer tempo, concedido o prazo de trinta dias para desocupação. Art. 47. Quando ajustada verbalmente ou por escrito e como prazo inferior a trinta meses, findo o prazo estabelecido, a locação prorroga - se automaticamente, por prazo indeterminado, somente podendo ser retomado o imóvel: I - Nos casos do art. 9º; II - em decorrência de extinção do contrato de trabalho, se a ocupação do imóvel pelo locatário relacionada com o seu emprego; III - se for pedido para uso próprio, de seu cônjuge ou companheiro, ou para uso residencial de ascendente ou descendente que não disponha, assim como seu cônjuge ou companheiro, de imóvel residencial próprio; IV - se for pedido para demolição e edificação licenciada ou para a realização de obras aprovadas pelo Poder Público, que aumentem a área construída, em, no mínimo, vinte por cento ou, se o imóvel for destinado a exploração de hotel ou pensão, em cinquenta por cento; V - se a vigência ininterrupta da locação ultrapassar cinco anos. O mais importante dessa distinção da lei é considerar o seguinte: no caso do artigo 46, a denúncia é chamada de vazia, já que não precisa de nenhuma justificativa. Já no artigo 47, a denúncia será cheia, pois precisa ser fundamentada.";0.4561147
As dificuldades de pagar despesas habituais, como aluguel, aumentaram devido às medidas de isolamento social para frear a pandemia do coronavírus. Nesse cenário, locatários podem alegar força maior para tentar reduzir ou suspender as mensalidades, conforme previsto no artigo 393 do Código Civil que estabelece: “o devedor não responde pelos prejuízos resultantes de caso fortuito ou força maior, se expressamente não se houver por eles responsabilizado”. No entanto, não é possível obter efeitos jurídicos retroativos. Além disso, até 31 de dezembro de 2020, está proibido liminar de despejo em ações ajuizadas a partir de 20 de março, data estabelecida como marco inicial da pandemia no país. Advertimos que caso o locatário esteja com dificuldades de pagar a mensalidade, a melhor opção é buscar alternativas com o locador, como descontos progressivos e isenções temporárias, deixando a ida à Justiça como última opção. Recomenda-se ainda, que a negociação entre locador e locatário seja formalizada. O ideal seria firmar um termo aditivo ao contrato de locação. Se locador e locatário não chegarem a um acordo, este pode ir à Justiça e pedir a suspensão ou redução do aluguel. Neste casos é importante que os locatários apresentem documentos que comprovam suas dificuldades financeiras, como comprovantes de redução de renda e carta de demissão. E que isso gera um desequilíbrio no contrato no contrato de locação e o impedimento de arcar momentaneamente com o valor anteriormente ajustado. Ainda tem alguma dúvida? Precisa de ajuda? Entre em contato comigo.;0.45472622
"Atualmente, a situação que nos encontramos é excepcional e nunca vista na história brasileira. Em razão da pandemia o poder público determinou a suspensão temporária de diversas atividades públicas e privadas como medida de prevenção. Sendo assim, nos contratos já celebrados encontra-se dificuldade para o cumprimento. Ai vem a dúvida, devo ou não pagar pelo serviço que contratei, mas que está suspenso? Algumas situações do dia a dia serão analisadas. 1- Faculdade/escola: a faculdade pode substituir a aula presencial pela aula on-line ou fazer a reposição posteriormente cumprindo a carga horária do curso. Sendo assim, poderá cobrar a mensalidade. Se não houver aula online ou não repuser. Você poderá pedir a restituição proporcional do valor pago dessas aulas. O que não poder ser online são as aulas práticas, que no caso devem ser respostas. 2- Creche/escola infantil/transporte escolar: estes só devem ser pagos quando utilizados; não havendo prestação de serviço, não a necessidade obrigação de pagar. 3- Empréstimos/financiamento/consignado: alguns bancos se manifestaram que estão prorrogando os pagamentos por 60 dias desses tipos de contratos que estão vigentes e em dia, para clientes pessoas físicas e micro e pequenas empresas. São eles: Banco do Brasil, Bradesco, Caixa, Itaú Unibanco e Santander: Quem deve procurar o banco para se beneficiar e saber quais são as condições são os clientes, mas não é necessário ir até uma agência bancária, poderá ser feito pelos meios eletrônicos. 4- Cartão de crédito/boleto/cheque especial: ATENÇÃO!! Não entram nessa medida de prorrogação de 60 dias das agências bancárias. Porém, há projeto de lei para suspender a cobrança de juros nos períodos de pandemia e também para prorrogar o vencimento, mas ainda está em tramitação. 5- Contrato de locação: demonstrada a impossibilidade de pagamento em razão das medidas de proteção pelo COVID-19, a sanção habitual de descumprimento não se aplicará. Sendo assim, a obrigação ficará suspensa e não serão aplicáveis juros moratórios e multas enquanto perdurar a situação excepcional; No entanto, o vínculo obrigacional continua e a dívida deverá ser paga assim que possível. 6- Academia: se você tem um contrato, ele foi suspenso. Após esse período as atividades devem ser compensadas, isto é, se o plano terminava em dezembro, vai terminar em janeiro. Se estiver fornecendo aulas on-line é uma forma de prestação do serviço. 7- Cancelamento de viagens: Passagens aéreas: o consumidor tem algumas alternativas: remarcação para o mesmo destino ou outro; ou cancelamento total, com a devolução integral do dinheiro e isenção de multas (o cliente tem até 12 meses para receber); ou cancelamento que fique a passagem de crédito para usar em outra data. “A exigência de taxas e multas em situações como o atual, é prática abusiva e proibida pelo Código de Defesa Do Consumidor”, afirmou o Ministério Público Federal. 8- Hospedagem e agências de turismo: Podem ser cancelados, sem custo de multa, devendo receber o reembolso total. 9- Eventos: podem ser remarcados ou o consumidor receber o reembolso total, fica a escolha de o consumidor deixar sua inscrição paga para a próxima data ou não. 10- Contrato com fornecedores: o melhor é tentar negociar e remarcar para outra data. Se a opção for o cancelamento, e o pagamento já estava sendo feito, peça um detalhamento de quais foram os gastos do fornecedor nesse tempo, e tente negociar. É imprescindível ter bom senso nessas horas e pensar no equilíbrio econômico do país, buscando sempre um acordo. Em caso de abuso, procure o Procon ou um profissional de sua confiança para tirar suas dúvidas.";0.45443174
"Data: 10/03/2024 Rescindido contrato de compra e venda em razão da pandemia 10/03/2024 Decisão da 1ª Câmara Reservada de Direito Empresarial. A 1ª Câmara Reservada de Direito Empresarial do Tribunal de Justiça de São Paulo manteve decisão da 23ª Vara Cível da Capital, proferida pelo juiz Guilherme Silveira Teixeira, que rescindiu contrato de compra e venda em razão da pandemia da Covid-19. Além da compensação entre os valores pagos pelo comprador e as despesas suportadas pela vendedora, autorizada pelo 1º Grau, o colegiado deliberou pela devolução do imóvel e todos os equipamentos objetos do contrato no prazo de 30 dias. Segundo os autos, o réu adquiriu o local para empreender no ramo alimentício. No entanto, não iniciou as atividades devido às medidas restritivas impostas pela pandemia, como fechamento de bares e restaurantes, decretadas pouco após a formalização do acordo. Posteriormente, a vendedora ajuizou ação alegando que o comprador deixou de quitar as contas de consumo e pagou somente a primeira parcela, no valor de R$ 100 mil, dos R$ 350 mil ajustados. Em seu voto, o relator do recurso, desembargador Alexandre Lazzarini, explicou que a rescisão se justifica pela imprevisibilidade e onerosidade excessiva ao comprador. ""Trata-se, pois, de evento de força maior, e decorrente de fato imprevisível e extraordinário, e que deve ser levado em consideração pelo Poder Judiciário no exame das relações contratuais atingidas. Inclusive, o Superior Tribunal de Justiça reconhece a possibilidade de revisão dos contratos, em virtude da pandemia do Covid-19"", afirmou. O magistrado também pontuou que os prejuízos suportados pela autora foram de R$ 7,6 mil e estão aquém do pagamento recebido, mantendo a compensação entre os valores autorizada pelo juízo de 1º Grau. Também participaram do julgamento, de votação unânime, os desembargadores Azuma Nishi e Fortes Barbosa. Apelação nº 1036987-43.2022.8.26.0100. Comunicação Social TJSP – BC (texto) / Banco de imagens (foto) imprensatj@tjsp.jus.br Siga o TJSP nas redes sociais: www.facebook.com/tjspoficial www.twitter.com/tjspoficial www.youtube.com/tjspoficial www.flickr.com/tjsp_oficial www.instagram.com/tjspoficial www.linkedin.com/company/tjesp";0.45410097
"I – EXTINÇÃO DO CONTRATO POR MOTIVO DE FORÇA MAIOR Diante do novo coronavírus (COVID-19) e a interrupção do trabalho realizada por entes federativos como medida de combate ao vírus em questão, e que concomitante a isso impera a decretação de estado de calamidade pública (decreto legislativo nº 06/2020) até 31 de dezembro de 2020, o que vemos é um grande mar de incerteza, e que tem abalado ambos os lados do contrato de trabalho, ademais é de se prever o grande impacto social a possibilidade latente de um significativo descontrole na economia com uma recessão sem precedentes. Por essa pandemia e visando adaptações foi editada a MP 927/2020, a qual define como estado de calamidade o coronavírus (COVID-19), o que nos faz analisar o artigo 501 da CLT (art. 1º, § único da MP 927/2020), que se estabelece como medida de força maior; Art. 501 - Entende-se como força maior todo acontecimento inevitável, em relação à vontade do empregador, e para a realização do qual este não concorreu, direta ou indiretamente. A MP não conseguiria resolver todas as questões em relação a pandemia na esfera trabalhista, e seguiu a ótica da reforma de 2017 onde “prepondera o acordado em preterimento ao legislado”, desde que seja realizado por acordo escrito com anuência do empregado. O que vemos nessa MP é a tentativa paliativa de realizar a manutenção do emprego, trazendo flexibilizações que podem ser utilizadas pelas empresas, entretanto se a MP 927 não for a dosagem suficiente para sustentar a empregabilidade poderão os empregadores extinguirem os contratos de trabalho, por motivo de força maior, com base no artigo 501 da CLT e artigo 1º, §único da MP 927/2020. Dito isto a empresa deverá pagar; 1. Saldo salarial; 2. Férias vencidas e proporcionais +1/3; 3. 13º 4. Salários vencidos e proporcionais; 5. Indenização compensatória de 20% sobre o saldo do FGTS (art. 18, § 2º da Lei 8.036/90); 6. FGTS Note que não há pagamento de aviso prévio, a indenização sobre os depósitos do FGTS reduz de 40% para 20% e a extinção do contrato por motivo de força maior afasta a percepção do seguro-desemprego, ademais não consta no artigo 2º da Lei 7.998/90. Art. 2º O programa do seguro-desemprego tem por finalidade: I - Prover assistência financeira temporária ao trabalhador desempregado em virtude de dispensa sem justa causa, inclusive a indireta, e ao trabalhador comprovadamente resgatado de regime de trabalho forçado ou da condição análoga à de escravo; A pandemia é a força maior que se apresenta, tornando uma justa causa, que por conseguinte afasta o seguro desemprego que tem sua premissa na demissão sem justa causa. II - FACTUM PRINCIPIS Os professores Marcelo Alexandrino e Vicente Paulo, conceituam o instituto; “Fato do príncipe é toda determinação estatal geral, imprevisível, que impeça ou, o que é mais comum, onere substancialmente a execução do contrato”. ” (ALEXANDRINO, Marcelo - PAULO, Vicente. Direito administrativo descomplicado. 27. Ed. Atual. São Paulo: SARAIVA, 2019, p.56)”. HÁ inclusive previsão na própria CLT; Art. 486 - No caso de paralisação temporária ou definitiva do trabalho, motivada por ato de autoridade municipal, estadual ou federal, ou pela promulgação de lei ou resolução que impossibilite a continuação da atividade, prevalecerá o pagamento da indenização, que ficará a cargo do governo responsável. O fato do príncipe é espécie do gênero força maior, materializado por um evento inevitável e imprevisível e que o empregador não tenha concorrido para que este se realize. Na cessação dos contratos de trabalho por factum principis, são devidas todas as verbas rescisórias, tal qual tivesse ocorrido uma dispensa sem motivação. Ipsis litteris artigo 486 da CLT, o ente federativo que adotou medidas acautelatórias e que repercutiram no cenário econômico, deverá arcar com o pagamento da indenização. Essa indenização tem previsão nos artigos 477, 478, 496 e 498 da CLT (tempo de serviço), sendo substituídas pelo sistema do FGTS, que passou a ser obrigação constitucional, então temos a interpretação do artigo 486 da CLT em consonância com a Constituição Federal de 1988. Podemos então discutir na justiça do trabalho a indenização compensatória de 40% sobre FGTS, pois não seria de responsabilidade do empregador na cessação do contrato por fato do príncipe. As empresas ainda assim, teriam a obrigatoriedade de arcar com as seguintes verbas; 1. Saldo salarial; 2. Aviso prévio; 3. Férias vencidas e proporcionais +1/3; 4. 13º salário 5. Salários vencidos e proporcionais; 6. Fornecimento de chave de conectividade para levantamento do saldo do FGTS; 7. Fornecimento das guias para habilitação no seguro-desemprego; III – SUSPENSÃO DO CONTRATO DE TRABALHO Previsão na CLT; Art. 476-A. O contrato de trabalho poderá ser suspenso, por um período de dois a cinco meses, para participação do empregado em curso ou programa de qualificação profissional oferecido pelo empregador, com duração equivalente à suspensão contratual, mediante previsão em convenção ou acordo coletivo de trabalho e aquiescência formal do empregado, observado o disposto no art. 471 desta Consolidação. (Incluído pela Medida Provisória nº 2.164-41, de 2001) Ainda diz em seus incisos que o empregador deverá notificar o respectivo sindicato, com antecedência mínima de quinze dias da suspensão contratual, não poderá ser suspenso mais de uma vez no período de dezesseis meses, o empregador poderá conceder ao empregado ajuda compensatória mensal, sem natureza salarial, durante o período de suspensão contratual com valor a ser definido em convenção ou acordo coletivo. Continua afirmando que se ocorrer a dispensa do empregado no transcurso do período de suspensão contratual ou nos três meses subseqüentes ao seu retorno ao trabalho, o empregador pagará ao empregado, além das parcelas indenizatórias previstas na legislação em vigor, multa a ser estabelecida em convenção ou acordo coletivo, e durante a suspensão do contrato se não for ministrado o curso ou programa de qualificação profissional, ou o empregado permanecer trabalhando para o empregador, ficará descaracterizada a suspensão, sujeitando o empregador ao pagamento imediato dos salários e dos encargos sociais referentes ao período. Vimos que na MP 927/20 esse dispositivo foi revogado pela MP 928/20, e tentou flexibilizar esse instituto que está na nossa legislação desde 2001, com as seguintes ressalvas em relação a lei, não haveria a participação do sindicato, nem comunicação ao mesmo, e o valor a ser pago seria acordado entre empregado e empregador sendo registrada na carteira de trabalho, e não em convenção coletiva ou acordo coletivo. Estamos a relatar um instituto vigente na lei, e não há dúvidas apesar do nefasto mar de incertezas que vivemos durante essa pandemia, que não será surpresa se o mesmo instituto previsto na CLT for utilizado por convenções e acordos coletivos em diversas categorias, quando por conta de uma possível recessão econômica tiver que amenizar demissões em massa. Nada é certo ou previsível, temos um mundo de problemas e situações críticas a superar. No cenário econômico as micro e pequenas empresas representam, no Brasil, 99,1% do total registrado, segundo o Sebrae. São mais de 12 milhões de negócios, dos quais 8,3 milhões são microempreendedores individuais (MEI). Os pequenos negócios também respondem por 52,2% dos empregos gerados pelas empresas no país. O saldo de empregos gerados pelos pequenos negócios em fevereiro de 2019 representou 72,3% do total de vagas abertas no país, revela o Caged (Cadastro Geral de Empregados e Desempregados). Os pequenos negócios dominaram a criação de empregos em 2019. As micro e pequenas empresas abriram 731 mil vagas formais enquanto as médias e grandes foram na contramão: fecharam 88.000 postos com carteira assinada. Considerando os dados de 2007 a 2019, os pequenos negócios criaram 12,4 milhões de vagas. Enquanto isso, médias e grandes empresas perderam 1,5 milhão. Os dados são do Caged (Cadastro Geral de Empregados e Desempregados) e foram compilados pelo Sebrae (Serviço Brasileiro de Apoio às Micro e Pequenas Empresas). A criação de vagas formais em micro e pequenas empresas no ano passado representou o melhor saldo em 5 anos. O resultado foi 22% superior ao de 2018, quando o setor criou 599 mil empregos com carteira assinada. Fica evidente que caso venhamos a vivenciar uma recessão, a sustentação econômica através do emprego será um dos primeiros a sucumbir, pois temos na pequena empresa a maioria dos empregos, e nem todo pequeno empresário tem aporte financeiro para manter seu negócio ativo nesses moldes. Não será surpresa a extinção do contrato por motivo de força maior, bem como a suspensão do contrato em acordos e convenções coletivas, e claro e não menos importante o embate jurídico quanto ao fato do príncipe no que importa o saldo de 40% do FGTS, uma vez que por previsão constitucional, mais precisamente uma garantia fundamental a lei não excluirá da apreciação do Poder Judiciário lesão ou ameaça a direito; tanto para trabalhadores quanto para empregadores, como prevê o artigo 5º inciso XXXV da Constituição Federal de 1988. Jorge Alexandre Fagundes Advogado F&M advogados Associados https://linktr.ee/JorgeAlexandreFagundes";0.45262992
A locação de imóveis é uma atividade que movimenta a economia e serve de fonte de renda para muitas pessoas. Todavia, alguns cuidados devem ser tomados na confecção do contrato de locação, a fim de evitar dores de cabeça em locadores e locatários. Uma das situações mais recorrentes é a cobrança de caução ou de fiança, modalidades de garantia em caso de inadimplemento do inquilino. Porém, o locador jamais poderá realizar a cobrança das duas garantias em conjunto. A Lei de Locação (8245/1991) caracteriza como contravenção penal a cobrança de duas ou mais modalidades de garantia em um mesmo contrato de locação, sendo ainda passível de multa que será revertida em favor do locatário/inquilino. Uma dica importante é sempre verificar se as cláusulas contratuais estão de acordo com a legislação vigente para se evitar surpresas indesejadas durante o período da locação.;0.4521712
"Cliente que pagou juros acima do firmado em contrato será restituído. Banco deverá restituir cliente que pagou financiamento com juros e encargos acima do firmado em contrato. A decisão é da juíza de Direito Maria Valéria Silva Santos de Melo, da 23ª vara Cível de Recife/PE. Narra o autor que firmou contrato de financiamento com a instituição para aquisição de um veículo. Entretanto, ao realizar o pagamento das parcelas, percebeu que foram cobrados encargos e juros além do acordado. Propôs, assim, ação para limitar os encargos, para que sejam cobrados conforme a taxa média do mercado. Requereu, também, o afastamento da capitalização diária de juros, e o afastamento da mora. Em análise do caso, a magistrada seguiu entendimento pacificado do STJ, que fixa como abusiva a capitalização diária de juros remuneratórios, quando não há, no ajuste, a expressa indicação da taxa diária praticada. A juíza considerou que ""o contrato não quantifica, de forma expressa, a taxa diária da capitalização de juros moratórios e, ainda, acumula indevidamente com os juros de mora, multa e os juros remuneratórios incidentes sobre as prestações do pacto"", impondo assim, a necessidade de revisão do mesmo para declarar a nulidade parcial. ""Sua cobrança só configura prejuízo ao consumidor caso este tenha incidido, obviamente, na situação de mora, com relação às prestações do contrato."" Nesse sentido, julgou o pedido procedente em parte, declarando nulidade parcial de cláusula acerca da capitalização diária, e determinando a restituição do banco ao autor, dos valores que lhes foram cobrados em excesso. Fonte: Migalhas.";0.451981
É cabível a revisão de distrato de contrato de compra e venda de imóvel, ainda que consensual, em que, apesar de ter havido a quitação ampla, geral e irrevogável, se tenha constatado a existência de cláusula de decaimento (abusiva), prevendo a perda total ou substancial das prestações pagas pelo consumidor, em nítida afronta aos ditames do CDC e aos princípios da boa-fé objetiva e do equilíbrio contratual. É possível, ainda, a revisão de contratos findos, mesmo que em decorrência de quitação, para a correção de cláusulas ilegais. Em tais casos, o comprador pode reaver valores pagos indevidamente. Superior Tribunal de Justiça;0.45146534
O ano de 2020 realmente está sendo um ano de muitas mudanças. O que também mudou foram as relações comercias, muitas empresas migraram para o mundo online e os pontos comerciais foram em grande parte fechados. Com essas mudanças muitos comerciantes reduziram ou fecharam as lojas, se reinventaram. E como consequência muitos contratos de locação foram encerrados e outros renegociados. O melhor caminho para realizar a renegociação dos contratos é diálogo e a negociação pautada com a boa-fé e buscar evitar a judicialização do contrato. O acordo entre as partes do contrato está pautado nos artigos 17 e 18 da Lei do Inquilinato, que possibilita a liberdade contratual entre as partes. Art. 17. É livre a convenção do aluguel, vedada a sua estipulação em moeda estrangeira e a sua vinculação à variação cambial ou ao salário mínimo. Parágrafo único. Nas locações residenciais serão observadas os critérios de reajustes previstos na legislação específica. Art. 18. É lícito às partes fixar, de comum acordo, novo valor para o aluguel, bem como inserir ou modificar cláusula de reajuste. O código civil brasileiro também possibilita a redução do contrato de locação ou a até mesmo a resolução, em casos de onerosidade excessiva, em casos de acontecimentos extraordinários e imprevisíveis. Art. 567. Se, durante a locação, se deteriorar a coisa alugada, sem culpa do locatário, a este caberá pedir redução proporcional do aluguel, ou resolver o contrato, caso já não sirva a coisa para o fim a que se destinava. Art. 478. Nos contratos de execução continuada ou diferida, se a prestação de uma das partes se tornar excessivamente onerosa, com extrema vantagem para a outra, em virtude de acontecimentos extraordinários e imprevisíveis, poderá o devedor pedir a resolução do contrato. Os efeitos da sentença que a decretar retroagirão à data da citação. Se de toda a forma não conseguir realizar a renegociação dos valores do aluguel existem duas medidas a serem tomadas: Em casos de despejos: A decisão poderá ser contestada na justiça alegando a perda de emprego ou motivos influenciados pela pandemia. O morador pode se antecipar ao despejo e propor uma ação judicial por meio de advogado ou defensoria pública pagando o valor que for possível e especificando a situação. Vale ressaltar que não se trata de revisão de aluguel para reequilibrar a relação contratual, pois nesses casos a lei prevê 03 anos de contrato para ser feito. Caso você tenha um ponto comercial e quer garantir segurança no seu contrato de locação clica aqui para você saber o que deve fazer. Procure seu advogado ou especialista para auxiliar nas renegociações.;0.45098448
"Entendendo as diferenças Para entender melhor o que significa na prática a contratação temporária e a intermitente, o ideal é conhecer as diferenças entre elas. O trabalho temporário – que figura na legislação brasileira desde a aprovação da Lei 6.019/74, posteriormente regulamentado pelo Decreto 10.854/21 e o trabalho intermitente – introduzido com aprovação da Lei 13.467/17 – possuem particularidades completamente distintas, apesar de muitos confundi-los com frequência. A seguir, elencaremos as principais características de cada um. Trabalho temporário O contrato de trabalho temporário é uma alternativa para empregadores (patrões) contratarem os funcionários para suprir as necessidades somente durante determinado período. Em síntese, o empregado é contratado da empresa de trabalho temporário, que, por sua vez, o coloca à disposição, temporariamente, da empresa tomadora de serviços. Nessa modalidade, a contratação obrigatoriamente ocorre por meio de empresas que terceirizam prestação de serviços em recursos humanos. Desta forma, constitui-se uma relação triangular composta pelo trabalhador, pela empresa tomadora dos serviços e por outra empresa responsável por ceder a mão de obra, a chamada Empresa de Trabalho Temporário (ETT). O trabalho temporário é possível nas seguintes situações: Necessidade de substituição transitória de pessoal: para, por exemplo, substituir um empregado permanente da empresa que esteja em férias ou em licença médica; ou Acúmulo extraordinário de serviço: necessidade de contratar alguém temporariamente para, por exemplo, dar conta do aumento de produção da empresa. Ex.: durante as festividades de fim de ano, onde esse tipo de mão de obra é requisitada. É importante ressaltar que não há período de experiência para o contrato de trabalho temporário e que a empresa tomadora de serviços não possui vínculo de emprego com o trabalhador temporário. Dra Antonia Ximenes O contrato entre a empresa de trabalho temporário e a empresa tomadora de serviços deve ser realizado por ESCRITO e precisa conter: A qualificação das partes; O motivo que justifique a demanda temporária; o prazo para a realização dos serviços; o valor da prestação de serviços; e disposições sobre a segurança e a saúde do trabalhador, independentemente do local de realização do trabalho, nos termos do Art. 9 º da Lei 6.019 de 1974. Saiba ainda que o prazo máximo de contratação é de 180 dias com possiblidade de renovação por mais 90 dias. Ou seja, máximo de 9 meses. Após esse prazo é possível a mesma empresa contratar o trabalhador no formato temporário, porém deverá haver um intervalo de 3 meses entre o fim de uma contratação e o início de outra. Do contrário, caso essas imposições não sejam observadas, será caracterizado o vínculo de emprego com a tomadora de serviços. Direitos do trabalhador temporário O salário segue a mesma regra do contratado pelo regime da Consolidação das Leis Trabalhistas ( CLT) e com os mesmos direitos, como: férias e décimo terceiro (proporcionais). O seguro desemprego, por sua vez, é obtido quando o tempo mínimo de serviço é alcançado. Já o INSS é recolhido pela empresa contratante. Abaixo, uma lista dos principais direitos que esses trabalhadores possuem: Jornada de trabalho de 8 horas, remuneradas as horas extras não excedentes de 2 horas, com acréscimo de 50%; Férias proporcionais; Repouso semanal remunerado; Adicional noturno; Indenização por dispensa sem justa causa ou término normal do contrato, correspondente a 1/12 (um doze avos) do pagamento recebido; Seguro contra acidente de trabalho; Proteção previdenciária (benefícios do INSS); Vale-transporte; Recolhimento das parcelas do FGTS; e anotação na Carteira de Trabalho (CTPS). Importante destacar que o trabalhador temporário não terá direito ao aviso prévio, nem a multa de 40%. O contrato de trabalho temporário poderá rescindido por justo motivo (justa causa ou rescisão indireta) se quaisquer das partes (trabalhador temporário, empresa de trabalho temporário ou empresa tomadora de serviços) incorrer nos atos e circunstâncias previstos nos artigos 482 e 483 da CLT. No caso de falência da empresa de trabalho temporário, será solidária a responsabilidade da empresa tomadora de serviços pelas pagamento das verbas e pelo recolhimento das contribuições previdenciárias relativas ao período para o qual o trabalhador foi contratado para prestar-lhe serviços. Por fim, cabe salientar ainda que de acordo com a legislação, o trabalhador intermitente não pode ser temporário, ou vice-versa. Trabalho intermitente Essa modalidade de prestação de serviços permite a alternância entre períodos de atividade e inatividade. Assim, o profissional pode, por exemplo, trabalhar por alguns dias, ficar em reserva por meses e voltar à atividade após esse período. Esses períodos não serão considerados tempo à disposição do empregador, nos quais o trabalhador está livre para prestar serviços a outros contratantes. Ou seja, o empregado é convocado pela empresa de forma esporádica e só é remunerado com relação ao período em que restou serviços. O contrato de trabalho é por tempo indeterminado em sua duração, mas os empregadores podem por exemplo, convocar o funcionário a trabalhar apenas algumas horas por dia, nos horários de pico de comércio, por exemplo, pagando apenas por essas horas trabalhadas. O trabalhador pode ficar dias, semanas e até meses sem ser convocado. O trabalhador tem os mesmos direitos que os demais trabalhadores de jornadas fixas, porém, proporcionais às horas que trabalha, ou seja, nos períodos em que é convocado pelo patrão. A empresa convocará o empregado para prestar serviços com, ao menos, 3 dias corridos de antecedência, por qualquer meio de comunicação eficaz. O empregado terá 1 dia útil do recebimento da convocação para responder. Caso contrário, presume-se a sua recusa, que, no entanto, não descaracteriza a relação de subordinação entre o empregador e o trabalhador. De outra parte, caso o empregado aceite a oferta para comparecer ao trabalho, a parte que descumprir, sem motivo justo, pagará à outra, no prazo de 30 dias, multa de 50% da remuneração que seria devida, sendo permitida a compensação em igual prazo. O contrato de trabalho deve ser celebrado por ESCRITO e conter especificamente o valor da hora de trabalho, que não pode ser menor que o valor horário do salário mínimo nem àquele devido aos outros empregados da empresa que exercerem igual função, sejam intermitentes ou não. Dra Antonia Ximenes Direitos do trabalhador intermitente Uma das dúvidas que sempre surgem em relação à remuneração do intermitente é sobre a impossibilidade ser menor do que o salário mínimo. A resposta é: Sim. Se o trabalhador trabalhar menos que a carga horária de uma jornada normal, pode receber menos que o mínimo. Contudo, vale ressaltar que alguns direitos devem ser respeitados: Remuneração; Férias proporcionais acrescidas de um terço; (A cada 12 meses, o trabalhador intermitente adquire o direito ao gozo de um mês de férias nos 12 meses subsequentes, período no qual não poderá trabalhar para o mesmo empregador) 13º salário proporcional; Repouso semanal remunerado; Adicionais legais; e Recolhimento do INSS e do FGTS com base nos valores pagos no período mensal, com o respectivo comprovante de cumprimento das obrigações.";0.4506615
"TCU suspendeu o contrato de permuta do CREA-SP Nesse dia 14 de julho de 2021, o Tribunal de Contas da União concedeu medida cautelar no âmbito de denúncia formulada pelo eng. José Manoel Ferreira Gonçalves contra a permuta de imóveis que o CREA/SP pretendeu fazer de forma irregular, em troca de edificação a construir. Entre as várias irregularidades identificadas pelo Ministro Marcos Bemquerer, do TCU, destacamos: a) A ilegal contratação milionária (R$ 198 milhões) de obra pelo CREA/SP sem licitação, contrariando a obrigação de que contratação de obra de engenharia para construção de nova sede para a entidade requer, obrigatoriamente, a realização de licitação; b) inexistência de projeto básico para a contratação de obra de engenharia de construção de nova sede para o Crea/SP c) ofensa à proibição legal de que a mesma empresa que faça o projeto básico também seja responsável pela execução da obra. No caso, o CREA/SP direcionou a contratação para que a empresa contratada sem licitação recebesse o soldo milionário para fazer o projeto e também para executar a obra, sendo que é totalmente proibida a cumulação dessas tarefas. d) contrariedade às normas previstas para a permuta de imóveis, nas quais está claro que a permuta de imóveis por edificações a construir não pode ser realizada por inexigibilidade de licitação. A decisão cautelar foi assinada pelo Ministro Marcos Bemquerer no dia 13 de julho e publicada no dia 14 de julho no Boletim do Tribunal de Contas da União, e foi assim redigida: ""Assim, considerando as ocorrências discutidas nos presentes autos, defiro a medida cautelar proposta pelo órgão instrutivo, determinando ao Crea/SP que se abstenha de celebrar o contrato de permuta de bens imóveis decorrente do Chamamento Público 1/2020 ou, caso já o tenha firmado, suspenda a sua execução, até que este Tribunal se manifeste conclusivamente a respeito das questões tratadas no bojo deste processo."" Mais informações: Luciana Verissimo Vervi Assessoria de Imprensa Imprensa01@grupovervi.com.br 11-9962-29692";0.45053977
